KIC,Teff,e_Teff,r_Teff,n_Teff,log(g),e_log(g),r_log(g),n_log(g),[Fe/H],e_[Fe/H],r_[Fe/H],n_[Fe/H],T,Teff1,log.g1,[Fe/H]1,R,M,n_M,rho,Ref,_RA,_DE
 ,K,K, , ,[cm/s2],[cm/s2], , ,[Sun],[Sun], , , ,K,[cm/s2],[Sun],Rsun,Msun, ,g/cm3, ,deg,deg
--------,-----,----,--,---,------,------,--,---,------,------,--,---,---,-----,------,------,-------,------,----,---------,--,---------,---------
6461004,6497,239,1,PHO,3.567,0.4,0,KIC,-0.282,0.3,0,KIC,1,6492,3.542,-0.28,3.587,1.634,DSEP,4.99E-02,  ,296.90851,41.86597
,,,,,,,,,,,,,,,,,,,,,,,
6461187,6262,218,1,PHO,3.501,0.4,0,KIC,-0.274,0.3,0,KIC,1,6263,3.49,-0.28,3.809,1.635,DSEP,4.17E-02,  ,296.95554,41.87416
,,,,,,,,,,,,,,,,,,,,,,,
6465735,6108,225,1,PHO,3.578,0.4,0,KIC,-0.519,0.3,0,KIC,1,6124,3.567,-0.52,3.211,1.388,DSEP,5.90E-02,  ,297.99283,41.81271
,,,,,,,,,,,,,,,,,,,,,,,
6466443,6657,238,1,PHO,3.563,0.4,0,KIC,-0.304,0.3,0,KIC,1,6675,3.583,-0.3,3.41,1.626,DSEP,5.78E-02,  ,298.1557,41.81558
,,,,,,,,,,,,,,,,,,,,,,,
6467308,5429,179,1,PHO,3.582,0.4,0,KIC,-0.041,0.3,0,KIC,1,5421,3.571,-0.04,3.407,1.577,DSEP,5.62E-02,  ,298.34109,41.82033
,,,,,,,,,,,,,,,,,,,,,,,
6509511,5144,155,1,PHO,3.514,0.4,0,KIC,-0.504,0.3,0,KIC,1,5143,3.522,-0.5,2.775,0.933,DSEP,6.15E-02,  ,287.43076,41.95227
,,,,,,,,,,,,,,,,,,,,,,,
6515400,5153,153,1,PHO,3.544,0.4,0,KIC,-0.294,0.3,0,KIC,1,5148,3.542,-0.3,2.994,1.141,DSEP,5.99E-02,  ,289.63715,41.9113
,,,,,,,,,,,,,,,,,,,,,,,
6516481,5396,160,1,PHO,3.512,0.4,0,KIC,-0.171,0.3,0,KIC,1,5403,3.505,-0.16,3.706,1.604,DSEP,4.44E-02,  ,289.97116,41.98801
,,,,,,,,,,,,,,,,,,,,,,,
6521236,5029,151,1,PHO,3.549,0.4,0,KIC,-0.553,0.3,0,KIC,1,5065,3.488,-0.5,2.725,0.834,DSEP,5.80E-02,  ,291.44196,41.92822
,,,,,,,,,,,,,,,,,,,,,,,
6521477,5090,156,1,PHO,3.594,0.4,0,KIC,-0.046,0.3,0,KIC,1,5082,3.591,-0.04,3.039,1.314,DSEP,6.59E-02,  ,291.50992,41.97831
,,,,,,,,,,,,,,,,,,,,,,,
6521763,5595,168,1,PHO,3.593,0.4,0,KIC,-0.118,0.3,0,KIC,1,5591,3.595,-0.12,3.233,1.5,DSEP,6.26E-02,  ,291.59818,41.97908
,,,,,,,,,,,,,,,,,,,,,,,
6522569,4998,155,1,PHO,3.505,0.4,0,KIC,0.104,0.3,0,KIC,1,4999,3.486,0.1,3.56,1.415,DSEP,4.42E-02,  ,291.86844,41.97282
,,,,,,,,,,,,,,,,,,,,,,,
6526384,5308,162,1,PHO,3.524,0.4,0,KIC,-0.51,0.3,0,KIC,1,5308,3.522,-0.52,3.097,1.164,DSEP,5.52E-02,  ,293.08423,41.93967
,,,,,,,,,,,,,,,,,,,,,,,
6531928,5333,186,10,PHO,3.592,0.03,10,AST,-0.2,0.3,10,PHO,1,5333,3.592,-0.2,2.79,1.11,MULT,7.20E-02,10,294.71289,41.96587
,,,,,,,,,,,,,,,,,,,,,,,
6549966,5288,181,1,PHO,3.537,0.4,0,KIC,0.212,0.3,0,KIC,1,5273,3.552,0.21,3.62,1.702,DSEP,5.05E-02,  ,298.84781,41.99636
,,,,,,,,,,,,,,,,,,,,,,,
6599718,5323,162,1,PHO,3.584,0.4,0,KIC,-0.462,0.3,0,KIC,1,5322,3.579,-0.46,2.914,1.172,DSEP,6.67E-02,  ,289.84311,42.08387
,,,,,,,,,,,,,,,,,,,,,,,
6604202,5158,159,1,PHO,3.579,0.4,0,KIC,0.103,0.3,0,KIC,1,5164,3.563,0.12,3.426,1.567,DSEP,5.49E-02,  ,291.2334,42.07753
,,,,,,,,,,,,,,,,,,,,,,,
6606333,4981,152,1,PHO,3.546,0.4,0,KIC,0.16,0.3,0,KIC,1,4977,3.534,0.16,3.348,1.398,DSEP,5.25E-02,  ,291.8905,42.05073
,,,,,,,,,,,,,,,,,,,,,,,
6620255,5179,165,1,PHO,3.525,0.4,0,KIC,-0.052,0.3,0,KIC,1,5177,3.542,-0.04,3.419,1.484,DSEP,5.23E-02,  ,295.68213,42.07591
,,,,,,,,,,,,,,,,,,,,,,,
6627507,5021,148,1,PHO,3.567,0.4,0,KIC,0.141,0.3,0,KIC,1,5021,3.588,0.14,3.139,1.391,DSEP,6.33E-02,  ,297.2952,42.01168
,,,,,,,,,,,,,,,,,,,,,,,
6671919,5299,171,1,PHO,3.596,0.4,0,KIC,-0.042,0.3,0,KIC,1,5291,3.573,-0.06,3.338,1.519,DSEP,5.75E-02,  ,284.79691,42.12076
,,,,,,,,,,,,,,,,,,,,,,,
6681486,5201,168,1,PHO,3.503,0.4,0,KIC,0.174,0.3,0,KIC,1,5211,3.482,0.18,4.001,1.774,DSEP,3.90E-02,  ,288.72977,42.14759
,,,,,,,,,,,,,,,,,,,,,,,
6699560,4797,139,1,PHO,3.579,0.4,0,KIC,-0.158,0.3,0,KIC,1,4851,3.511,-0.04,2.781,0.916,DSEP,6.00E-02,  ,294.06427,42.16864
,,,,,,,,,,,,,,,,,,,,,,,
6706164,5395,176,1,PHO,3.505,0.4,0,KIC,-0.093,0.3,0,KIC,1,5381,3.51,-0.12,3.697,1.616,DSEP,4.50E-02,  ,295.65363,42.15418
,,,,,,,,,,,,,,,,,,,,,,,
6707732,5128,156,1,PHO,3.528,0.4,0,KIC,0.078,0.3,0,KIC,1,5123,3.541,0.07,3.458,1.514,DSEP,5.16E-02,  ,296.00867,42.1037
,,,,,,,,,,,,,,,,,,,,,,,
6715629,8417,294,0,KIC,3.571,0.4,0,KIC,-0.602,0.3,0,KIC,1,8427,3.693,-0.62,3.223,1.867,DSEP,7.86E-02,  ,297.76535,42.19118
,,,,,,,,,,,,,,,,,,,,,,,
6719893,5018,170,1,PHO,3.574,0.4,0,KIC,-0.61,0.3,0,KIC,1,5080,3.511,-0.52,2.65,0.831,DSEP,6.29E-02,  ,298.62131,42.18362
,,,,,,,,,,,,,,,,,,,,,,,
6756481,7533,263,0,KIC,3.524,0.4,0,KIC,-0.121,0.3,0,KIC,1,7545,3.579,-0.12,3.838,2.04,DSEP,5.08E-02,  ,284.00784,42.22631
,,,,,,,,,,,,,,,,,,,,,,,
6761532,5764,201,0,KIC,3.557,0.4,0,KIC,-0.207,0.3,0,KIC,0,5763,3.575,-0.22,3.276,1.471,DSEP,5.90E-02,  ,286.26181,42.29585
,,,,,,,,,,,,,,,,,,,,,,,
6762079,5168,154,1,PHO,3.546,0.4,0,KIC,-0.49,0.3,0,KIC,1,5170,3.542,-0.48,2.777,0.979,DSEP,6.44E-02,  ,286.49905,42.20669
,,,,,,,,,,,,,,,,,,,,,,,
6764288,5179,156,1,PHO,3.582,0.4,0,KIC,-0.596,0.3,0,KIC,1,5178,3.575,-0.6,2.511,0.865,DSEP,7.69E-02,  ,287.40201,42.28043
,,,,,,,,,,,,,,,,,,,,,,,
6768388,5409,189,0,KIC,3.537,0.4,0,KIC,-0.655,0.3,0,KIC,0,5402,3.538,-0.66,2.989,1.125,DSEP,5.93E-02,  ,288.95944,42.21846
,,,,,,,,,,,,,,,,,,,,,,,
6773907,5329,171,1,PHO,3.529,0.4,0,KIC,-0.803,0.3,0,KIC,1,5328,3.535,-0.8,2.721,0.925,DSEP,6.47E-02,  ,290.72012,42.21567
,,,,,,,,,,,,,,,,,,,,,,,
6780744,5214,156,1,PHO,3.55,0.4,0,KIC,-0.125,0.3,0,KIC,1,5219,3.544,-0.12,3.383,1.461,DSEP,5.31E-02,  ,292.84,42.24751
,,,,,,,,,,,,,,,,,,,,,,,
6783374,5244,168,1,PHO,3.54,0.4,0,KIC,0.065,0.3,0,KIC,1,5246,3.555,0.07,3.506,1.607,DSEP,5.25E-02,  ,293.56937,42.21634
,,,,,,,,,,,,,,,,,,,,,,,
6790335,7915,277,0,KIC,3.522,0.4,0,KIC,-0.241,0.3,0,KIC,1,7894,3.644,-0.24,3.521,1.995,DSEP,6.43E-02,  ,295.37811,42.20309
,,,,,,,,,,,,,,,,,,,,,,,
6803335,6383,223,54,PHO,3.509,0.4,54,PHO,-0.66,0.3,54,PHO,0,6375,3.489,-0.68,3.671,1.516,DSEP,4.32E-02,  ,298.20752,42.20113
,,,,,,,,,,,,,,,,,,,,,,,
6836484,5060,148,1,PHO,3.546,0.4,0,KIC,0.014,0.3,0,KIC,1,5065,3.535,0.02,3.333,1.389,DSEP,5.28E-02,  ,281.24188,42.38429
,,,,,,,,,,,,,,,,,,,,,,,
6841356,5391,162,1,PHO,3.597,0.4,0,KIC,-0.439,0.3,0,KIC,1,5386,3.599,-0.44,2.924,1.237,DSEP,6.97E-02,  ,283.67163,42.3054
,,,,,,,,,,,,,,,,,,,,,,,
6842733,5044,148,1,PHO,3.584,0.4,0,KIC,-0.407,0.3,0,KIC,1,5043,3.583,-0.4,2.48,0.858,DSEP,7.92E-02,  ,284.31226,42.33307
,,,,,,,,,,,,,,,,,,,,,,,
6853127,5065,146,1,PHO,3.537,0.4,0,KIC,0.109,0.3,0,KIC,1,5069,3.544,0.12,3.41,1.485,DSEP,5.27E-02,  ,288.7121,42.38339
,,,,,,,,,,,,,,,,,,,,,,,
6854423,5047,144,1,PHO,3.515,0.4,0,KIC,-0.406,0.3,0,KIC,1,5047,3.518,-0.4,2.713,0.886,DSEP,6.24E-02,  ,289.15662,42.35008
,,,,,,,,,,,,,,,,,,,,,,,
6861592,5235,155,1,PHO,3.598,0.4,0,KIC,-0.496,0.3,0,KIC,1,5232,3.608,-0.5,2.587,0.99,DSEP,8.06E-02,  ,291.3725,42.36909
,,,,,,,,,,,,,,,,,,,,,,,
6863638,5353,179,1,PHO,3.598,0.4,0,KIC,-1.348,0.3,0,KIC,1,5405,3.474,-1.32,2.658,0.767,DSEP,5.75E-02,  ,291.99344,42.32119
,,,,,,,,,,,,,,,,,,,,,,,
6864298,5257,165,1,PHO,3.501,0.4,0,KIC,-0.298,0.3,0,KIC,1,5260,3.501,-0.3,3.486,1.406,DSEP,4.67E-02,  ,292.19672,42.37744
,,,,,,,,,,,,,,,,,,,,,,,
6866251,5243,152,1,PHO,3.504,0.4,0,KIC,-0.003,0.3,0,KIC,1,5254,3.506,0.02,3.761,1.653,DSEP,4.37E-02,  ,292.74707,42.37993
,,,,,,,,,,,,,,,,,,,,,,,
6869563,4984,146,1,PHO,3.532,0.4,0,KIC,-0.233,0.3,0,KIC,1,4984,3.522,-0.24,2.778,0.936,DSEP,6.15E-02,  ,293.72287,42.38889
,,,,,,,,,,,,,,,,,,,,,,,
6870648,5245,167,1,PHO,3.598,0.4,0,KIC,-0.126,0.3,0,KIC,1,5245,3.591,-0.12,3.158,1.42,DSEP,6.35E-02,  ,294.00955,42.32511
,,,,,,,,,,,,,,,,,,,,,,,
6887909,5562,183,1,PHO,3.572,0.4,0,KIC,0.163,0.3,0,KIC,1,5564,3.552,0.16,3.606,1.691,DSEP,5.08E-02,  ,298.05371,42.31788
,,,,,,,,,,,,,,,,,,,,,,,
6890040,5507,161,1,PHO,3.525,0.4,0,KIC,-0.157,0.3,0,KIC,1,5514,3.517,-0.16,3.657,1.603,DSEP,4.62E-02,  ,298.50003,42.36712
,,,,,,,,,,,,,,,,,,,,,,,
6922945,5249,183,54,PHO,3.514,0.4,54,PHO,-0.22,0.3,54,PHO,0,5242,3.522,-0.22,3.434,1.43,DSEP,4.98E-02,  ,281.68796,42.49887
,,,,,,,,,,,,,,,,,,,,,,,
6934547,5146,165,1,PHO,3.514,0.4,0,KIC,0.003,0.3,0,KIC,1,5141,3.496,0,3.667,1.536,DSEP,4.39E-02,  ,286.9845,42.43645
,,,,,,,,,,,,,,,,,,,,,,,
6936521,7205,252,0,KIC,3.595,0.4,0,KIC,-0.286,0.3,0,KIC,0,7207,3.58,-0.26,3.637,1.835,DSEP,5.37E-02,  ,287.75211,42.44119
,,,,,,,,,,,,,,,,,,,,,,,
6938293,5115,148,1,PHO,3.526,0.4,0,KIC,-0.062,0.3,0,KIC,1,5121,3.537,-0.06,3.341,1.402,DSEP,5.29E-02,  ,288.45612,42.49202
,,,,,,,,,,,,,,,,,,,,,,,
6939291,7362,257,0,KIC,3.515,0.4,0,KIC,-0.097,0.3,0,KIC,1,7358,3.538,-0.08,4.037,2.054,DSEP,4.40E-02,  ,288.82834,42.43867
,,,,,,,,,,,,,,,,,,,,,,,
6945081,5197,181,54,PHO,3.507,0.4,54,PHO,-0.12,0.3,54,PHO,0,5189,3.517,-0.12,3.489,1.461,DSEP,4.85E-02,  ,290.64594,42.43251
,,,,,,,,,,,,,,,,,,,,,,,
6945411,5317,162,1,PHO,3.512,0.4,0,KIC,-0.295,0.3,0,KIC,1,5308,3.502,-0.3,3.54,1.453,DSEP,4.62E-02,  ,290.75873,42.41646
,,,,,,,,,,,,,,,,,,,,,,,
6945607,5312,154,1,PHO,3.577,0.4,0,KIC,-0.346,0.3,0,KIC,1,5308,3.574,-0.36,3.064,1.284,DSEP,6.29E-02,  ,290.82074,42.45275
,,,,,,,,,,,,,,,,,,,,,,,
6946179,10272,359,0,KIC,3.527,0.4,0,KIC,-0.12,0.3,0,KIC,1,10277,3.548,0.07,5.183,3.461,DSEP,3.50E-02,  ,291.01526,42.45986
,,,,,,,,,,,,,,,,,,,,,,,
6946733,5361,153,1,PHO,3.594,0.4,0,KIC,-0.391,0.3,0,KIC,1,5359,3.604,-0.4,2.918,1.246,DSEP,7.06E-02,  ,291.20847,42.44868
,,,,,,,,,,,,,,,,,,,,,,,
6950871,5367,171,1,PHO,3.524,0.4,0,KIC,-0.39,0.3,0,KIC,1,5367,3.496,-0.4,3.533,1.426,DSEP,4.55E-02,  ,292.53671,42.42897
,,,,,,,,,,,,,,,,,,,,,,,
6953124,5168,161,1,PHO,3.552,0.4,0,KIC,-0.16,0.3,0,KIC,1,5170,3.558,-0.16,3.188,1.341,DSEP,5.83E-02,  ,293.22171,42.46127
,,,,,,,,,,,,,,,,,,,,,,,
6955037,4831,143,1,PHO,3.597,0.4,0,KIC,-0.529,0.3,0,KIC,1,4948,3.433,-0.28,2.974,0.874,DSEP,4.68E-02,  ,293.78595,42.4112
,,,,,,,,,,,,,,,,,,,,,,,
6955308,5717,200,54,PHO,3.514,0.4,54,PHO,-0.7,0.3,54,PHO,0,5720,3.531,-0.7,3.247,1.305,DSEP,5.37E-02,  ,293.85129,42.45414
,,,,,,,,,,,,,,,,,,,,,,,
7008221,6887,212,1,PHO,3.501,0.4,0,KIC,-0.236,0.3,0,KIC,1,6878,3.503,-0.24,3.982,1.844,DSEP,4.11E-02,  ,281.60175,42.52477
,,,,,,,,,,,,,,,,,,,,,,,
7010469,5396,164,1,PHO,3.582,0.4,0,KIC,-0.123,0.3,0,KIC,1,5391,3.585,-0.12,3.27,1.502,DSEP,6.05E-02,  ,282.73163,42.54746
,,,,,,,,,,,,,,,,,,,,,,,
7019953,5202,153,1,PHO,3.508,0.4,0,KIC,-0.804,0.3,0,KIC,1,5210,3.494,-0.78,2.663,0.805,DSEP,6.00E-02,  ,287.15305,42.53649
,,,,,,,,,,,,,,,,,,,,,,,
7020278,5350,159,1,PHO,3.58,0.4,0,KIC,-0.508,0.3,0,KIC,1,5349,3.573,-0.5,2.923,1.165,DSEP,6.58E-02,  ,287.27985,42.51316
,,,,,,,,,,,,,,,,,,,,,,,
7020962,5203,157,1,PHO,3.537,0.4,0,KIC,-0.194,0.3,0,KIC,1,5208,3.542,-0.18,3.321,1.403,DSEP,5.40E-02,  ,287.55267,42.55089
,,,,,,,,,,,,,,,,,,,,,,,
7021124,6236,218,54,PHO,3.597,0.4,54,PHO,-0.02,0.3,54,PHO,0,6235,3.587,-0.02,3.406,1.636,DSEP,5.83E-02,  ,287.61118,42.56029
,,,,,,,,,,,,,,,,,,,,,,,
7021867,5398,150,1,PHO,3.534,0.4,0,KIC,-0.448,0.3,0,KIC,1,5395,3.561,-0.46,3.15,1.317,DSEP,5.93E-02,  ,287.93063,42.50362
,,,,,,,,,,,,,,,,,,,,,,,
7031917,5308,165,1,PHO,3.583,0.4,0,KIC,-0.145,0.3,0,KIC,1,5316,3.591,-0.14,3.194,1.453,DSEP,6.28E-02,  ,291.25131,42.5077
,,,,,,,,,,,,,,,,,,,,,,,
7036675,5021,146,1,PHO,3.507,0.4,0,KIC,0.026,0.3,0,KIC,1,5018,3.502,0.02,3.425,1.359,DSEP,4.76E-02,  ,292.75629,42.52409
,,,,,,,,,,,,,,,,,,,,,,,
7036704,5241,161,1,PHO,3.57,0.4,0,KIC,-0.781,0.3,0,KIC,1,5240,3.577,-0.78,2.418,0.804,DSEP,8.02E-02,  ,292.76492,42.52123
,,,,,,,,,,,,,,,,,,,,,,,
7047697,5030,151,1,PHO,3.563,0.4,0,KIC,-0.313,0.3,0,KIC,1,5032,3.562,-0.32,2.628,0.92,DSEP,7.13E-02,  ,295.70328,42.53839
,,,,,,,,,,,,,,,,,,,,,,,
7051516,5476,184,1,PHO,3.532,0.4,0,KIC,-0.58,0.3,0,KIC,1,5477,3.56,-0.58,3.052,1.234,DSEP,6.11E-02,  ,296.59091,42.58319
,,,,,,,,,,,,,,,,,,,,,,,
7053817,5882,202,1,PHO,3.566,0.4,0,KIC,-0.577,0.3,0,KIC,1,5892,3.586,-0.58,3.067,1.322,DSEP,6.45E-02,  ,297.11993,42.59822
,,,,,,,,,,,,,,,,,,,,,,,
7092804,5203,150,1,PHO,3.592,0.4,0,KIC,-0.556,0.3,0,KIC,1,5199,3.593,-0.56,2.526,0.912,DSEP,7.97E-02,  ,282.06131,42.69565
,,,,,,,,,,,,,,,,,,,,,,,
7101002,5219,154,1,PHO,3.501,0.4,0,KIC,-0.344,0.3,0,KIC,1,5216,3.49,-0.34,3.384,1.292,DSEP,4.70E-02,  ,285.87473,42.60958
,,,,,,,,,,,,,,,,,,,,,,,
7101765,5408,164,1,PHO,3.554,0.4,0,KIC,-0.101,0.3,0,KIC,1,5391,3.552,-0.12,3.457,1.555,DSEP,5.30E-02,  ,286.21347,42.63249
,,,,,,,,,,,,,,,,,,,,,,,
7104934,5198,149,1,PHO,3.512,0.4,0,KIC,-0.031,0.3,0,KIC,1,5193,3.489,-0.04,3.745,1.579,DSEP,4.24E-02,  ,287.49344,42.62168
,,,,,,,,,,,,,,,,,,,,,,,
7105595,5127,155,1,PHO,3.564,0.4,0,KIC,-0.014,0.3,0,KIC,1,5126,3.564,-0.02,3.252,1.412,DSEP,5.78E-02,  ,287.75415,42.6892
,,,,,,,,,,,,,,,,,,,,,,,
7107894,5001,160,1,PHO,3.558,0.4,0,KIC,0.462,0.3,0,KIC,1,4995,3.55,0.46,3.532,1.613,DSEP,5.15E-02,  ,288.62122,42.69442
,,,,,,,,,,,,,,,,,,,,,,,
7115035,5032,153,1,PHO,3.532,0.4,0,KIC,0.137,0.3,0,KIC,1,5035,3.543,0.14,3.38,1.454,DSEP,5.31E-02,  ,290.91574,42.60157
,,,,,,,,,,,,,,,,,,,,,,,
7119652,4920,144,1,PHO,3.554,0.4,0,KIC,-0.914,0.3,0,KIC,1,5065,3.303,-0.58,3.36,0.827,DSEP,3.07E-02,  ,292.36575,42.66404
,,,,,,,,,,,,,,,,,,,,,,,
7123197,5106,158,1,PHO,3.505,0.4,0,KIC,-0.278,0.3,0,KIC,1,5101,3.507,-0.28,3.056,1.096,DSEP,5.41E-02,  ,293.43604,42.61878
,,,,,,,,,,,,,,,,,,,,,,,
7124394,5040,151,1,PHO,3.512,0.4,0,KIC,-0.188,0.3,0,KIC,1,5043,3.515,-0.18,3.028,1.096,DSEP,5.56E-02,  ,293.77719,42.69779
,,,,,,,,,,,,,,,,,,,,,,,
7173104,5336,158,1,PHO,3.504,0.4,0,KIC,-0.344,0.3,0,KIC,1,5330,3.5,-0.34,3.538,1.442,DSEP,4.59E-02,  ,280.72449,42.78729
,,,,,,,,,,,,,,,,,,,,,,,
7175067,5137,150,1,PHO,3.533,0.4,0,KIC,-0.197,0.3,0,KIC,1,5139,3.541,-0.2,3.172,1.277,DSEP,5.63E-02,  ,281.84576,42.7185
,,,,,,,,,,,,,,,,,,,,,,,
7178061,4982,147,1,PHO,3.522,0.4,0,KIC,0.162,0.3,0,KIC,1,4977,3.534,0.16,3.348,1.398,DSEP,5.25E-02,  ,283.26889,42.71746
,,,,,,,,,,,,,,,,,,,,,,,
7202417,5192,149,1,PHO,3.588,0.4,0,KIC,-0.377,0.3,0,KIC,1,5190,3.58,-0.38,2.781,1.073,DSEP,7.02E-02,  ,292.43796,42.75532
,,,,,,,,,,,,,,,,,,,,,,,
7204625,5333,169,1,PHO,3.523,0.4,0,KIC,-0.031,0.3,0,KIC,1,5332,3.523,-0.02,3.677,1.644,DSEP,4.66E-02,  ,293.11792,42.78074
,,,,,,,,,,,,,,,,,,,,,,,
7216846,5124,179,10,PHO,3.588,0.03,10,AST,-0.2,0.3,10,PHO,1,5124,3.588,-0.2,3.12,1.37,MULT,6.37E-02,10,296.33197,42.71962
,,,,,,,,,,,,,,,,,,,,,,,
7219026,5012,147,1,PHO,3.527,0.4,0,KIC,0.031,0.3,0,KIC,1,5010,3.537,0.04,3.261,1.336,DSEP,5.42E-02,  ,296.8298,42.72734
,,,,,,,,,,,,,,,,,,,,,,,
7272640,5377,165,1,PHO,3.593,0.4,0,KIC,-0.344,0.3,0,KIC,1,5374,3.59,-0.34,3.086,1.351,DSEP,6.48E-02,  ,288.82037,42.87319
,,,,,,,,,,,,,,,,,,,,,,,
7284181,5229,157,1,PHO,3.566,0.4,0,KIC,0.155,0.3,0,KIC,1,5221,3.562,0.14,3.498,1.626,DSEP,5.35E-02,  ,292.47171,42.83793
,,,,,,,,,,,,,,,,,,,,,,,
7297731,5288,159,1,PHO,3.56,0.4,0,KIC,-0.048,0.3,0,KIC,1,5288,3.543,-0.04,3.52,1.578,DSEP,5.10E-02,  ,296.19098,42.85731
,,,,,,,,,,,,,,,,,,,,,,,
7302972,5493,199,1,PHO,3.594,0.4,0,KIC,-1.433,0.3,0,KIC,1,5499,3.58,-1.42,2.341,0.76,DSEP,8.35E-02,  ,297.40027,42.85846
,,,,,,,,,,,,,,,,,,,,,,,
7304492,5669,180,1,PHO,3.554,0.4,0,KIC,-0.219,0.3,0,KIC,1,5665,3.538,-0.22,3.483,1.525,DSEP,5.08E-02,  ,297.73584,42.82055
,,,,,,,,,,,,,,,,,,,,,,,
7341231,5215,182,10,PHO,3.531,0.03,10,AST,-0.2,0.3,10,PHO,0,5215,3.531,-0.2,2.69,0.9,MULT,6.45E-02,10,283.57065,42.98344
,,,,,,,,,,,,,,,,,,,,,,,
7347076,5386,162,1,PHO,3.594,0.4,0,KIC,-0.165,0.3,0,KIC,1,5390,3.611,-0.16,3.115,1.446,DSEP,6.74E-02,  ,286.28159,42.9399
,,,,,,,,,,,,,,,,,,,,,,,
7350769,5174,146,1,PHO,3.52,0.4,0,KIC,-0.693,0.3,0,KIC,1,5176,3.513,-0.7,2.614,0.812,DSEP,6.40E-02,  ,287.80643,42.93555
,,,,,,,,,,,,,,,,,,,,,,,
7351508,5185,151,1,PHO,3.562,0.4,0,KIC,-0.301,0.3,0,KIC,1,5180,3.556,-0.3,3.008,1.187,DSEP,6.14E-02,  ,288.10574,42.97879
,,,,,,,,,,,,,,,,,,,,,,,
7351548,5109,149,1,PHO,3.593,0.4,0,KIC,-0.087,0.3,0,KIC,1,5103,3.59,-0.08,3.033,1.304,DSEP,6.59E-02,  ,288.12323,42.96731
,,,,,,,,,,,,,,,,,,,,,,,
7353036,5451,178,1,PHO,3.587,0.4,0,KIC,-1.21,0.3,0,KIC,1,5450,3.584,-1.2,2.374,0.788,DSEP,8.30E-02,  ,288.69992,42.93958
,,,,,,,,,,,,,,,,,,,,,,,
7368002,5380,166,1,PHO,3.574,0.4,0,KIC,-0.442,0.3,0,KIC,1,5382,3.562,-0.44,3.153,1.323,DSEP,5.94E-02,  ,293.38019,42.91407
,,,,,,,,,,,,,,,,,,,,,,,
7368397,5459,167,1,PHO,3.548,0.4,0,KIC,0.052,0.3,0,KIC,1,5470,3.553,0.07,3.577,1.667,DSEP,5.13E-02,  ,293.50925,42.97753
,,,,,,,,,,,,,,,,,,,,,,,
7369865,5446,179,1,PHO,3.548,0.4,0,KIC,0.042,0.3,0,KIC,1,5432,3.55,0.04,3.581,1.658,DSEP,5.09E-02,  ,293.93689,42.96156
,,,,,,,,,,,,,,,,,,,,,,,
7374005,5033,147,1,PHO,3.507,0.4,0,KIC,-0.8,0.3,0,KIC,1,5109,3.374,-0.64,3.083,0.82,DSEP,3.94E-02,  ,295.06085,42.94837
,,,,,,,,,,,,,,,,,,,,,,,
7377110,5272,157,1,PHO,3.597,0.4,0,KIC,0.189,0.3,0,KIC,1,5272,3.585,0.2,3.418,1.64,DSEP,5.78E-02,  ,295.85474,42.97794
,,,,,,,,,,,,,,,,,,,,,,,
7379646,7362,257,0,KIC,3.536,0.4,0,KIC,-0.061,0.3,0,KIC,1,7358,3.538,-0.08,4.037,2.054,DSEP,4.40E-02,  ,296.47247,42.96408
,,,,,,,,,,,,,,,,,,,,,,,
7382432,5999,196,1,PHO,3.514,0.4,0,KIC,0.238,0.3,0,KIC,1,5995,3.516,0.22,3.854,1.777,DSEP,4.37E-02,  ,297.0939,42.93664
,,,,,,,,,,,,,,,,,,,,,,,
7387590,5069,177,0,KIC,3.546,0.4,0,KIC,-0.39,0.3,0,KIC,0,5071,3.538,-0.38,2.719,0.931,DSEP,6.52E-02,  ,298.18179,42.96406
,,,,,,,,,,,,,,,,,,,,,,,
7427011,5169,150,1,PHO,3.524,0.4,0,KIC,-0.177,0.3,0,KIC,1,5161,3.534,-0.18,3.271,1.336,DSEP,5.38E-02,  ,285.39532,43.00426
,,,,,,,,,,,,,,,,,,,,,,,
7428429,5239,159,1,PHO,3.526,0.4,0,KIC,-0.034,0.3,0,KIC,1,5234,3.518,-0.04,3.624,1.579,DSEP,4.67E-02,  ,286.03067,43.01997
,,,,,,,,,,,,,,,,,,,,,,,
7428797,5435,165,1,PHO,3.59,0.4,0,KIC,0.235,0.3,0,KIC,1,5442,3.596,0.26,3.388,1.65,DSEP,5.98E-02,  ,286.19604,43.09217
,,,,,,,,,,,,,,,,,,,,,,,
7431712,5279,154,1,PHO,3.531,0.4,0,KIC,-0.412,0.3,0,KIC,1,5278,3.543,-0.4,3.132,1.249,DSEP,5.73E-02,  ,287.3956,43.07532
,,,,,,,,,,,,,,,,,,,,,,,
7432082,5218,150,1,PHO,3.569,0.4,0,KIC,-0.276,0.3,0,KIC,1,5220,3.588,-0.28,2.981,1.254,DSEP,6.67E-02,  ,287.55365,43.08551
,,,,,,,,,,,,,,,,,,,,,,,
7434109,5223,152,1,PHO,3.51,0.4,0,KIC,-0.221,0.3,0,KIC,1,5216,3.497,-0.22,3.536,1.431,DSEP,4.56E-02,  ,288.34894,43.06778
,,,,,,,,,,,,,,,,,,,,,,,
7444985,5055,152,1,PHO,3.52,0.4,0,KIC,-0.383,0.3,0,KIC,1,5058,3.517,-0.38,2.769,0.92,DSEP,6.10E-02,  ,291.81076,43.01922
